,item_id,name,category,price,old_price,sellable_online,short_description,depth,height,width
612,99291646,KOLBJÖRN,Bookcases & shelving units,450,No old price,TRUE,"        Shelving unit in/outdoor,          80x35x162 cm",35,162,80
613,9297134,JONAXEL,Bookcases & shelving units,150,No old price,TRUE,"        Frame with wire baskets,          50x51x70 cm",51,70,50
614,20291630,SELSVIKEN,Bookcases & shelving units,125,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
615,80261258,BESTÅ,Bookcases & shelving units,25,No old price,TRUE,        Soft closing/push-open hinge,,,
616,340047,EKET,Bookcases & shelving units,15,No old price,TRUE,"        Suspension rail,          35 cm",1,4,29
617,70323600,BILLSBRO,Bookcases & shelving units,19,No old price,TRUE,"        Handle,          120 mm",,,
618,50342478,HACKÅS,Bookcases & shelving units,50,No old price,FALSE,"        Handle,          300 mm",18,,24
619,10291678,LAPPVIKEN,Bookcases & shelving units,45,No old price,TRUE,"        Drawer front,          60x26 cm",,26,60
620,40351246,BESTÅ,Bookcases & shelving units,60,No old price,TRUE,"        Drawer frame,          60x15x40 cm",40,15,60
621,295530,BESTÅ,Bookcases & shelving units,25,No old price,TRUE,"        Glass shelf,          56x16 cm",16,,56
622,30291682,LAPPVIKEN,Bookcases & shelving units,45,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
623,70370352,MOSSARYD,Bookcases & shelving units,29,No old price,TRUE,"        Drop handle,          49 mm",18,,
624,10452614,BROR,Bookcases & shelving units,90,No old price,TRUE,"        Post,          190 cm",4,190,
625,19278328,KALLAX,Bookcases & shelving units,745,No old price,TRUE,"        Shelving unit with 4 inserts,          147x147 cm",39,147,147
626,40310208,IVAR,Bookcases & shelving units,45,No old price,TRUE,"        Bottle rack,          83x30 cm",30,3,83
627,50300015,BROR,Bookcases & shelving units,495,No old price,TRUE,"        Cabinet with 2 doors,          76x40x66 cm",40,66,76
628,40263853,BILLY,Bookcases & shelving units,100,No old price,TRUE,"        Height extension unit,          80x28x35 cm",28,35,80
629,90291698,LAXVIKEN,Bookcases & shelving units,175,No old price,TRUE,"        Door,          60x64 cm",,64,60
630,9278338,KALLAX,Bookcases & shelving units,1350,No old price,TRUE,"        Shelving unit with 10 inserts,          182x182 cm",39,182,182
631,29287997,IVAR,Bookcases & shelving units,674,No old price,TRUE,"        Shelving unit with cover,          89x50x179 cm",50,179,89
632,69248560,IVAR,Bookcases & shelving units,1085,No old price,TRUE,"        2 sec/storage unit w foldable table,          175x30-104x179 cm",,179,175
633,90422326,IVAR,Bookcases & shelving units,45,No old price,TRUE,"        Wire shelf,          83x50 cm",50,,83
634,414255,VASSVIKEN,Bookcases & shelving units,150,No old price,TRUE,"        Door,          60x64 cm",,,
635,9188842,EKET,Bookcases & shelving units,414,No old price,TRUE,"        Wall-mounted cabinet combination,          105x35x120 cm",35,120,105
636,9192518,BESTÅ,Bookcases & shelving units,2710,No old price,TRUE,"        TV storage combination/glass doors,          240x40x230 cm",40,230,240
637,9303960,BROR,Bookcases & shelving units,1035,No old price,TRUE,"        Shelving unit,          254x40x110 cm",40,110,254
638,19191896,BESTÅ,Bookcases & shelving units,2930,No old price,TRUE,"        TV storage combination/glass doors,          300x20/40x211 cm",,211,300
639,19275136,HAVSTA,Bookcases & shelving units,2235,No old price,TRUE,"        Storage combination,          142x47x212 cm",47,212,142
640,19297685,JONAXEL,Bookcases & shelving units,990,"SR 1,098",TRUE,"        Frame/mesh baskets/shelving units,          148x51x173 cm",51,173,148
641,19309725,ALGOT,Bookcases & shelving units,458,SR 530,TRUE,"        Wall upright/shelves,          189x41x85 cm",41,85,189
642,19930205,ALGOT,Bookcases & shelving units,414,SR 530,TRUE,"        Wall upright/shelves,          132x41x199 cm",41,199,132
643,39248359,IVAR,Bookcases & shelving units,1000,No old price,TRUE,"        2 sections/shelves/cabinet,          174x30x179 cm",30,179,174
644,39311256,JONAXEL,Bookcases & shelving units,745,SR 785,TRUE,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x173 cm",51,173,173
645,39903833,ALGOT,Bookcases & shelving units,134.6,SR 205,TRUE,"        Wall upright/shelves/drying rack,          66x61x197 cm",61,197,66
646,59279043,OLAUS,Bookcases & shelving units,386,SR 446,TRUE,"        2 shelf sections,          211x36x94 cm",36,94,211
647,69248211,IVAR,Bookcases & shelving units,1870,No old price,TRUE,"        3 sections/cabinet/shelves,          259x30x226 cm",30,226,259
648,69294566,VITTSJÖ,Bookcases & shelving units,1035,No old price,TRUE,"        TV storage combination,          300x36x175 cm",36,175,300
649,89285467,ALGOT,Bookcases & shelving units,321,SR 375,TRUE,"        Shelving unit,          127x41x85 cm",41,85,127
650,90349005,EKET,Bookcases & shelving units,75,No old price,TRUE,"        Underframe,          70x25x10 cm",24,10,69
651,60323592,BILLSBRO,Bookcases & shelving units,15,No old price,TRUE,"        Handle,          40 mm",,,
652,20273141,HISHULT,Bookcases & shelving units,17,No old price,TRUE,"        Knob,          23 mm",24,,
653,50334303,BILLSBRO,Bookcases & shelving units,25,No old price,TRUE,"        Handle,          120 mm",,,
654,30373164,KLACKBERG,Bookcases & shelving units,35,No old price,TRUE,"        Knob,          35 mm",30,,
655,49303958,BROR,Bookcases & shelving units,1545,No old price,TRUE,"        Shelving unit,          254x40x190 cm",40,190,254
656,50295306,BESTÅ,Bookcases & shelving units,150,No old price,TRUE,"        Top panel for TV,          180x40 cm",40,,180
657,50275596,OXBERG,Bookcases & shelving units,100,No old price,TRUE,"        Door,          40x97 cm",,97,40
658,90333938,EKET,Bookcases & shelving units,250,No old price,TRUE,"        Cabinet w door and 1 shelf,          35x35x70 cm",35,70,35
659,10373495,BEKANT,Bookcases & shelving units,1495,No old price,TRUE,"        Shelving unit,          121x134 cm",45,134,121
660,29308645,JONAXEL,Bookcases & shelving units,885,SR 951,TRUE,"        Frame/w bskts/clths rl/shlv uts,          198x51x173 cm",51,173,198
661,80291632,SELSVIKEN,Bookcases & shelving units,150,No old price,TRUE,"        Door,          60x64 cm",,64,60
662,90347515,ENERYDA,Bookcases & shelving units,35,No old price,TRUE,"        Cup handle,          89 mm",30,,22
663,40348895,ÖSTERNÄS,Bookcases & shelving units,70,No old price,TRUE,"        Leather handle,          153 mm",,,25
664,80385348,IVAR,Bookcases & shelving units,75,No old price,TRUE,"        Drawer,          39x30x14 cm",30,14,39
665,275674,OXBERG,Bookcases & shelving units,245,No old price,TRUE,"        Panel/glass door,          40x192 cm",,192,40
666,9285683,IVAR,Bookcases & shelving units,726,No old price,TRUE,"        Shelving unit with shelves/rails,          174x50x179 cm",50,179,174
667,9288021,IVAR,Bookcases & shelving units,563,No old price,TRUE,"        Shelving unit with shelves/rails,          174x50x124-179 cm",50,,174
668,10388661,HAVSTA,Bookcases & shelving units,80,No old price,TRUE,"        Plinth,          81x37x12 cm",37,12,81
669,49903842,ALGOT,Bookcases & shelving units,231.6,SR 326,TRUE,"        Wall upright/shelves,          66x61x197 cm",61,197,66
670,50334317,BILLSBRO,Bookcases & shelving units,45,No old price,TRUE,"        Handle,          520 mm",,,
671,69017475,KALLAX,Bookcases & shelving units,895,No old price,TRUE,"        Shelving unit with 8 inserts,          147x147 cm",39,147,147
672,70348894,BJÄRRED,Bookcases & shelving units,49,No old price,TRUE,"        Handle,          175 mm",34,,
673,79320758,SVALNÄS,Bookcases & shelving units,1830,No old price,TRUE,"        Wall-mounted workspace combination,          213x35x176 cm",35,176,213
674,89248535,IVAR,Bookcases & shelving units,1085,No old price,TRUE,"        3 sections/shelves,          259x50x226 cm",50,226,259
675,9903820,ALGOT,Bookcases & shelving units,234,SR 310,TRUE,"        Wall upright/shelves/rod,          66x41x197 cm",41,197,66
676,10323599,BILLSBRO,Bookcases & shelving units,69,No old price,TRUE,"        Handle,          2220 mm",,,
677,19221087,EKET,Bookcases & shelving units,1218,"SR 1,277",TRUE,"        Cabinet combination with feet,          140x35x212 cm",35,212,140
678,19277116,BILLY / BOTTNA,Bookcases & shelving units,315,No old price,TRUE,"        Bookcase with display shelf,          80x28x202 cm",28,202,80
679,20330599,UPPLEVA,Bookcases & shelving units,199,No old price,TRUE,"        Bracket for TV, swivel,          37-55 """,,,
680,29275715,BROR,Bookcases & shelving units,2150,No old price,TRUE,        Storage w shelves/cabinet/trolley,,,
681,29286399,EKET,Bookcases & shelving units,661,No old price,TRUE,"        Wall-mounted cabinet combination,          175x35x70 cm",35,70,175
682,29294554,VITTSJÖ,Bookcases & shelving units,695,No old price,TRUE,"        Storage combination,          202x36x175 cm",36,175,202
683,29912767,ALGOT,Bookcases & shelving units,528.2,SR 627,TRUE,"        Wall upright/shelves/rod,          190x40x84 cm",40,84,190
684,30323598,BILLSBRO,Bookcases & shelving units,49,No old price,TRUE,"        Handle,          1880 mm",,,
685,40226790,UPPLEVA,Bookcases & shelving units,145,No old price,TRUE,"        Wall bracket for TV, tilt/swivel,          19-32 """,,,
686,49017749,ALGOT,Bookcases & shelving units,474.2,SR 557,TRUE,"        Wall upright/shelves,          190x41x87 cm",41,87,190
687,40211595,GALANT,Bookcases & shelving units,695,No old price,TRUE,"        Add-on unit,          160x80 cm",40,80,160
688,49320774,SVALNÄS,Bookcases & shelving units,1840,No old price,TRUE,"        Wall-mounted workspace combination,          233x35x176 cm",35,176,233
689,59276172,ALGOT,Bookcases & shelving units,477,SR 655,TRUE,"        Wall upright/shelves/rod,          132x41x199 cm",41,199,132
690,59287986,IVAR,Bookcases & shelving units,498,No old price,TRUE,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50,179,89
691,60294797,HANVIKEN,Bookcases & shelving units,50,No old price,TRUE,"        Drawer front,          60x26 cm",,26,60
692,79265926,HAVSTA,Bookcases & shelving units,2980,No old price,TRUE,"        Storage combination w glass doors,          203x47x212 cm",47,212,203
693,79272677,BROR,Bookcases & shelving units,1335,No old price,TRUE,"        Shelving unit with cabinets,          161x40x133 cm",40,133,161
694,79303103,ALGOT,Bookcases & shelving units,383.8,SR 587,TRUE,"        Wall upright/shelves/drying rack,          132x61x197 cm",61,197,132
695,80414256,VASSVIKEN,Bookcases & shelving units,100,No old price,TRUE,"        Door/drawer front,          60x38 cm",,,
696,99221026,EKET,Bookcases & shelving units,978,No old price,TRUE,"        Wall-mounted cabinet combination,          70x35x105 cm",35,105,70
697,50357002,KALLRÖR,Bookcases & shelving units,25,No old price,TRUE,"        Handle,          213 mm",38,,
698,20334314,BILLSBRO,Bookcases & shelving units,15,No old price,TRUE,"        Handle,          40 mm",,,
699,49248354,IVAR,Bookcases & shelving units,878,No old price,TRUE,"        2 sections/shelves,          174x50x226 cm",50,226,174
700,20338411,BAGGANÄS,Bookcases & shelving units,50,No old price,TRUE,"        Handle,          335 mm",31,,9
701,19272699,BROR,Bookcases & shelving units,1335,No old price,TRUE,"        Shelving unit,          254x40x190 cm",40,190,254
702,40104109,BILLY,Bookcases & shelving units,20,No old price,TRUE,        Corner fittings,,,
703,90291858,SINDVIK,Bookcases & shelving units,150,No old price,TRUE,"        Glass door,          60x64 cm",,64,60
704,10273090,MÖLLARP,Bookcases & shelving units,12,No old price,TRUE,"        Knob,          14 mm",25,,
705,10364523,KALLVIKEN,Bookcases & shelving units,170,No old price,TRUE,"        Door,          60x64 cm",,64,60
706,50425987,KALLVIKEN,Bookcases & shelving units,135,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
707,30425988,KALLVIKEN,Bookcases & shelving units,95,No old price,TRUE,"        Drawer front,          60x26 cm",,26,60
708,49282994,BROR,Bookcases & shelving units,530,No old price,TRUE,"        Shelving unit,          85x40x190 cm",40,190,85
709,70318161,IVAR,Bookcases & shelving units,39,No old price,TRUE,"        Shelf,          42x50 cm",50,,42
710,50370353,MOSSARYD,Bookcases & shelving units,29,No old price,TRUE,"        Drop handle,          49 mm",18,,
711,80340048,EKET,Bookcases & shelving units,20,No old price,TRUE,"        Suspension rail,          70 cm",1,4,63
712,89283005,BROR,Bookcases & shelving units,670,No old price,TRUE,"        Shelving unit with cabinets,          85x40x110 cm",40,110,85
713,89294532,VITTSJÖ,Bookcases & shelving units,790,No old price,TRUE,"        Storage combination,          200x36x175 cm",36,175,200
714,20443624,BESTÅ,Bookcases & shelving units,225,No old price,TRUE,"        Top panel,          180x42 cm",42,,180
715,69903799,ALGOT,Bookcases & shelving units,204,SR 340,TRUE,"        Wall upright/shelves,          46x41x197 cm",41,197,46
716,70428904,EKET,Bookcases & shelving units,75,No old price,TRUE,"        Leg,          10 cm",,10,
717,50275619,OXBERG,Bookcases & shelving units,80,No old price,TRUE,"        Glass door,          40x35 cm",,35,40
718,322897,SVALNÄS,Bookcases & shelving units,310,No old price,TRUE,"        Cabinet with 2 doors,          61x35 cm",35,39,61
719,333278,BROR,Bookcases & shelving units,90,No old price,TRUE,"        Post,          110 cm",4,110,
720,10353765,KLIMPEN,Bookcases & shelving units,345,No old price,TRUE,"        Table leg with storage,          58x70 cm",33,70,58
721,294795,HANVIKEN,Bookcases & shelving units,75,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
722,20390574,STALLARP,Bookcases & shelving units,45,No old price,TRUE,        Leg,4,10,4
723,30357003,KALLRÖR,Bookcases & shelving units,45,No old price,TRUE,"        Handle,          597 mm",38,,
724,40247368,BESTÅ,Bookcases & shelving units,195,No old price,TRUE,"        Frame,          60x40x128 cm",40,128,60
725,70388639,HAVSTA,Bookcases & shelving units,545,No old price,TRUE,"        Shelving unit,          81x35x123 cm",35,123,81
726,79184435,SVALNÄS,Bookcases & shelving units,410,No old price,TRUE,"        Wall-mounted shelf combination,          66x25x176 cm",25,176,66
727,99303970,BROR,Bookcases & shelving units,1315,No old price,TRUE,"        Shelving unit,          254x55x190 cm",55,190,254
728,80291854,SINDVIK,Bookcases & shelving units,100,No old price,TRUE,"        Glass door,          60x38 cm",,38,60
729,39286558,HYLLIS,Bookcases & shelving units,141,No old price,TRUE,"        Shelving units with covers,          180x27x74 cm",27,74,180
730,50434185,ALGOT,Bookcases & shelving units,20,No old price,TRUE,"        Wall upright,          84 cm",,84,4
731,69272649,BROR,Bookcases & shelving units,375,No old price,TRUE,"        Shelving unit,          65x55x110 cm",55,110,65
732,80291665,GLASSVIK,Bookcases & shelving units,195,No old price,TRUE,"        Glass door,          60x64 cm",,64,60
733,60441562,TIMMERVIKEN,Bookcases & shelving units,60,No old price,TRUE,"        Drawer front,          60x26 cm",,26,60
734,9300650,BESTÅ,Bookcases & shelving units,2635,No old price,TRUE,"        TV storage combination/glass doors,          300x42x193 cm",42,193,300
735,10441569,STOCKVIKEN,Bookcases & shelving units,210,No old price,TRUE,"        Door,          60x64 cm",,64,60
736,19057483,BESTÅ,Bookcases & shelving units,480,No old price,TRUE,"        Wall cabinet with 2 doors,          60x22x128 cm",22,128,60
737,19276414,ALGOT / SKÅDIS,Bookcases & shelving units,598,SR 776,TRUE,"        Wall upright/shelves/rod,          132x41x199 cm",41,199,132
738,30452613,BROR,Bookcases & shelving units,90,No old price,TRUE,"        Post,          110 cm",4,110,
739,39184437,SVALNÄS,Bookcases & shelving units,1395,No old price,TRUE,"        Wall-mounted storage combination,          130x35x176 cm",35,176,130
740,39292026,BILLY / MORLIDEN,Bookcases & shelving units,595,No old price,TRUE,"        Bookcase with glass-doors,          80x30x202 cm",30,202,80
741,49133579,IVAR,Bookcases & shelving units,365,No old price,TRUE,"        1 section/bottle racks,          89x30x124 cm",30,124,89
742,40206476,GALANT,Bookcases & shelving units,395,No old price,TRUE,"        Add-on unit,          80x80 cm",40,80,80
743,49221062,EKET,Bookcases & shelving units,1260,"SR 1,378",TRUE,"        Cabinet combination with feet,          210x35x180 cm",35,180,210
744,49272706,BROR,Bookcases & shelving units,1345,No old price,TRUE,"        Shelving unit,          234x55x190 cm",55,190,234
745,49299032,BESTÅ,Bookcases & shelving units,1215,No old price,TRUE,"        TV bench,          180x42x48 cm",42,48,180
746,49302874,IVAR,Bookcases & shelving units,453,No old price,TRUE,"        Shelving unit w shelves/rails/cover,          89x50x179 cm",50,179,89
747,50470512,IVAR,Bookcases & shelving units,245,No old price,TRUE,"        Shelf,          83x30 cm",30,,83
748,59303477,IVAR,Bookcases & shelving units,2275,No old price,TRUE,"        Shelving unit w cabinets/drawers,          344x30x226 cm",30,226,344
749,60291845,HANVIKEN,Bookcases & shelving units,100,No old price,TRUE,"        Door,          60x64 cm",,64,60
750,60414257,VASSVIKEN,Bookcases & shelving units,75,No old price,TRUE,"        Drawer front,          60x26 cm",,26,60
751,69017833,BILLY / MORLIDEN,Bookcases & shelving units,1770,No old price,TRUE,"        Bookcase,          160x30x237 cm",30,237,160
752,69239607,ALGOT,Bookcases & shelving units,347,SR 445,TRUE,"        Wall upright/shelves/rod,          132x41x197 cm",41,197,132
753,69275718,BROR,Bookcases & shelving units,1340,No old price,TRUE,"        Shelving unit with cabinets,          170x40x110 cm",40,110,170
754,69288018,IVAR,Bookcases & shelving units,1045,No old price,TRUE,"        Shelving unit with shelves/rails,          259x50x179 cm",50,179,259
755,69304754,IVAR,Bookcases & shelving units,1745,No old price,TRUE,"        Shelving unit w tbl/cabinets/shlvs,          259x30-104x179 cm",30,179,259
756,70348785,SKÄRHAMN,Bookcases & shelving units,29,No old price,TRUE,"        Knob,          22 mm",24,,
757,70470511,IVAR,Bookcases & shelving units,145,No old price,TRUE,"        Side unit,          30x179 cm",,179,30
758,70394471,BOTTNA,Bookcases & shelving units,65,No old price,TRUE,"        Display shelf,          76x32 cm",,32,76
759,89248371,IVAR,Bookcases & shelving units,1045,No old price,TRUE,"        3 sections/shelves,          219x30x226 cm",30,226,219
760,89287683,IVAR,Bookcases & shelving units,428,No old price,TRUE,"        Shelving unit with clothes rail,          89x50x226 cm",50,226,89
761,89297663,JONAXEL,Bookcases & shelving units,670,SR 671,TRUE,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",51,173,173
762,89323723,IVAR,Bookcases & shelving units,1980,No old price,TRUE,"        Shelving unit w cabinets/drawers,          259x30x179 cm",30,179,259
763,90226797,UPPLEVA,Bookcases & shelving units,145,No old price,TRUE,"        Wall bracket for TV, fixed,          37-55 """,,,
764,90443625,NOTVIKEN,Bookcases & shelving units,115,No old price,TRUE,"        Door,          60x64 cm",,64,60
765,99248380,IVAR,Bookcases & shelving units,990,No old price,TRUE,"        3 sections/shelves/cabinet,          259x30x124 cm",30,124,259
766,99288012,IVAR,Bookcases & shelving units,718,No old price,TRUE,"        Shelving unit w shelves/drwrs/rail,          174x50x124 cm",50,124,174
767,99315812,IVAR,Bookcases & shelving units,395,No old price,TRUE,"        Shelving unit,          89x30x179 cm",30,179,89
768,90265246,HISHULT,Bookcases & shelving units,35,No old price,TRUE,"        Handle,          140 mm",37,,12
769,70236151,ORRNÄS,Bookcases & shelving units,29,No old price,TRUE,"        Handle,          170 mm",35,,16
770,50323597,BILLSBRO,Bookcases & shelving units,35,No old price,TRUE,"        Handle,          320 mm",,,
771,29248345,IVAR,Bookcases & shelving units,906,No old price,TRUE,"        2 sections/shelves,          134x50x226 cm",50,226,134
772,70441566,RIKSVIKEN,Bookcases & shelving units,225,No old price,TRUE,"        Door,          60x64 cm",,64,60
773,423721,KALLAX,Bookcases & shelving units,100,No old price,TRUE,"        Insert with mirror door,          33x33 cm",38,33,33
774,10357004,KALLRÖR,Bookcases & shelving units,35,No old price,TRUE,"        Handle,          405 mm",38,,
775,19288006,IVAR,Bookcases & shelving units,760,No old price,TRUE,"        Shelving unit with clothes rail,          174x50x226 cm",50,226,174
776,79248319,IVAR,Bookcases & shelving units,440,No old price,TRUE,"        2 sections/shelves,          134x30x179 cm",30,179,134
777,79320744,SVALNÄS,Bookcases & shelving units,1245,No old price,TRUE,"        Wall-mounted workspace combination,          150x35x176 cm",35,176,150
778,89297677,JONAXEL,Bookcases & shelving units,560,No old price,TRUE,"        Frame/wire baskets/top shelves,          148x51x104 cm",51,104,148
779,99303442,IVAR,Bookcases & shelving units,1225,No old price,TRUE,"        Shelving unit w cabinets/drawers,          219x30x226 cm",30,226,219
780,9291622,KOLBJÖRN,Bookcases & shelving units,1145,No old price,TRUE,"        Shelving unit with cabinet,          251x37x161 cm",37,161,251
781,29184433,SVALNÄS,Bookcases & shelving units,1620,No old price,TRUE,"        Wall-mounted shelf combination,          193x25x176 cm",25,176,193
782,29248538,IVAR,Bookcases & shelving units,1013,No old price,TRUE,"        3 sections/shelves,          139x50x124-226 cm",50,,139
783,29285470,ALGOT,Bookcases & shelving units,555,SR 645,TRUE,"        2 sections/shelves,          127x41x180 cm",41,180,127
784,30441554,TIMMERVIKEN,Bookcases & shelving units,115,No old price,TRUE,"        Door,          60x64 cm",,64,60
785,39230712,BILLY,Bookcases & shelving units,700,No old price,TRUE,"        Bookcase combination/hght extension,          120x28x237 cm",28,237,120
786,39311789,JONAXEL,Bookcases & shelving units,950,SR 977,TRUE,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x207 cm",51,207,173
787,49294548,VITTSJÖ,Bookcases & shelving units,1035,No old price,TRUE,"        Storage combination,          300x36x175 cm",36,175,300
788,59311463,JONAXEL,Bookcases & shelving units,975,SR 981,TRUE,"        Frame/mesh baskets/clothes rails,          148x51x207 cm",51,207,148
789,59385755,BROR,Bookcases & shelving units,375,No old price,TRUE,"        Shelving unit,          85x55x110 cm",55,110,85
790,69248386,IVAR,Bookcases & shelving units,1110,No old price,TRUE,"        3 sections/shelves,          259x30x179 cm",30,179,259
791,69285473,ALGOT / BROR,Bookcases & shelving units,1311,"SR 1,365",TRUE,"        Shelving unit with cabinet,          162x41x162 cm",41,162,162
792,79272696,BROR,Bookcases & shelving units,1125,No old price,TRUE,"        Shelving unit,          234x55x110 cm",55,110,234
793,79279457,ALGOT,Bookcases & shelving units,388.6,SR 569,TRUE,        Wall upright/shelves/drying rack,,,
794,79303495,IVAR,Bookcases & shelving units,910,No old price,TRUE,"        Shelving unit w cabinets/drawers,          134x30x179 cm",30,179,134
795,79305102,JONAXEL,Bookcases & shelving units,630,No old price,TRUE,"        Frame/wire baskets/clothes rails,          142-178x51x173 cm",51,173,
796,80441556,TIMMERVIKEN,Bookcases & shelving units,100,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
797,80450353,IVAR,Bookcases & shelving units,75,No old price,TRUE,"        Drawer,          39x30x14 cm",30,14,39
798,89276590,ALGOT,Bookcases & shelving units,245,SR 345,TRUE,"        Wall upright/mesh baskets,          65x41x197 cm",41,197,65
799,89285518,ALGOT,Bookcases & shelving units,594,SR 690,TRUE,"        3 sections/shelves,          189x41x170 cm",41,170,189
800,99184439,SVALNÄS,Bookcases & shelving units,2070,No old price,TRUE,"        Wall-mounted storage combination,          193x35x176 cm",35,176,193
801,99297634,JONAXEL,Bookcases & shelving units,730,No old price,TRUE,"        Frame/wire baskets/clothes rails,          142-178x51x173 cm",51,173,
802,99903788,ALGOT,Bookcases & shelving units,296,SR 380,TRUE,"        Wall upright/shelves,          86x41x197 cm",41,197,86
803,30441554,TIMMERVIKEN,Cabinets & cupboards,115,No old price,TRUE,"        Door,          60x64 cm",,64,60
804,49300827,BESTÅ,Cabinets & cupboards,1850,No old price,TRUE,"        Storage combination w glass doors,          120x42x192 cm",42,192,120
805,80441556,TIMMERVIKEN,Cabinets & cupboards,100,No old price,TRUE,"        Door/drawer front,          60x38 cm",,38,60
806,29297958,BESTÅ,Cabinets & cupboards,820,No old price,TRUE,"        TV bench with drawers,          120x42x48 cm",42,48,120
807,10443629,GLASSVIK,Cabinets & cupboards,175,No old price,TRUE,"        Glass door,          60x38 cm",,38,60
808,80275887,KALLAX,Cabinets & cupboards,250,No old price,TRUE,"        Shelving unit,          77x147 cm",39,147,77
809,59286468,EKET,Cabinets & cupboards,311,SR 370,TRUE,"        Cabinet combination with legs,          70x35x80 cm",35,80,70
810,40033763,IVAR,Cabinets & cupboards,295,No old price,TRUE,"        Cabinet,          80x30x83 cm",30,83,80
811,40383737,LOMMARP,Cabinets & cupboards,1116,"SR 1,395",TRUE,"        Cabinet with glass doors,          86x199 cm",49,199,86
812,10119206,DETOLF,Cabinets & cupboards,295,No old price,TRUE,"        Glass-door cabinet,          43x163 cm",37,163,43
813,59278307,KALLAX,Cabinets & cupboards,500,No old price,TRUE,"        Shelving unit with 4 inserts,          77x147 cm",39,147,77
814,49280042,BILLY / OXBERG,Cabinets & cupboards,315,No old price,TRUE,"        Bookcase with doors,          80x30x106 cm",30,106,80
815,30439565,SYVDE,Cabinets & cupboards,595,No old price,TRUE,"        Cabinet with glass doors,          100x123 cm",48,123,100
816,79286491,EKET,Cabinets & cupboards,377,SR 432,TRUE,"        Cabinet combination with feet,          70x25x107 cm",25,107,70
817,59248867,LIXHULT,Cabinets & cupboards,580,No old price,TRUE,"        Storage combination,          140x82 cm",35,60,140
818,70328669,LIXHULT,Cabinets & cupboards,175,No old price,TRUE,"        Cabinet,          60x35 cm",35,35,60
819,69287392,BILLY / OXBERG,Cabinets & cupboards,195,No old price,TRUE,"        Bookcase with door,          40x30x106 cm",30,106,40
820,50413507,HEMNES,Cabinets & cupboards,1595,No old price,TRUE,"        Glass-door cabinet with 3 drawers,          90x197 cm",37,197,90
821,29281066,BILLY / OXBERG,Cabinets & cupboards,385,No old price,TRUE,"        Bookcase with doors,          80x30x202 cm",30,202,80
822,79302721,BESTÅ,Cabinets & cupboards,920,No old price,TRUE,"        Storage combination with doors,          120x42x74 cm",42,74,120
823,19279177,LIXHULT,Cabinets & cupboards,350,No old price,TRUE,"        Cabinet combination,          120x35x57 cm",35,35,120
824,40302289,BRUSALI,Cabinets & cupboards,595,No old price,TRUE,"        High cabinet with door,          80x190 cm",48,190,80
825,30381593,IVAR,Cabinets & cupboards,345,No old price,TRUE,"        Cabinet with doors,          80x83 cm",30,83,80
826,50300666,BRIMNES,Cabinets & cupboards,445,No old price,TRUE,"        Cabinet with doors,          78x95 cm",41,95,78
827,89279174,LIXHULT,Cabinets & cupboards,356,No old price,TRUE,"        Wall-mounted cabinet combination,          50x25x50 cm",25,50,50
828,40300662,BRIMNES,Cabinets & cupboards,395,No old price,TRUE,"        Cabinet with doors,          78x95 cm",41,95,78
829,359739,ROTHULT,Cabinets & cupboards,95,No old price,TRUE,        Smart lock,,7,3
830,302291,BRUSALI,Cabinets & cupboards,375,No old price,TRUE,"        Cabinet with doors,          80x93 cm",48,93,80
831,40309257,HEMNES,Cabinets & cupboards,1395,No old price,TRUE,"        Sideboard,          157x88 cm",47,88,157
832,29248864,LIXHULT,Cabinets & cupboards,663,No old price,TRUE,"        Storage combination,          130x117 cm",35,95,130
833,69017828,BILLY / OXBERG,Cabinets & cupboards,575,No old price,TRUE,"        Bookcase,          80x30x202 cm",30,202,80
834,30439725,LIATORP,Cabinets & cupboards,1295,No old price,TRUE,"        Glass-door cabinet,          96x214 cm",42,214,96
835,19205884,BESTÅ,Cabinets & cupboards,1870,No old price,TRUE,"        Storage combination with doors,          120x40x192 cm",40,192,120
836,70439728,LIATORP,Cabinets & cupboards,1345,No old price,TRUE,"        Sideboard,          145x87 cm",48,87,145
837,89248205,IVAR,Cabinets & cupboards,440,No old price,TRUE,"        Cabinet with doors,          89x30x124 cm",30,124,89
838,30396429,LIXHULT,Cabinets & cupboards,145,No old price,TRUE,"        Cabinet,          35x60 cm",35,60,35
839,10409871,BRIMNES,Cabinets & cupboards,476,SR 595,TRUE,"        Glass-door cabinet,          80x190 cm",35,190,80
840,19189030,EKET,Cabinets & cupboards,656,No old price,TRUE,"        Wall-mounted cabinet combination,          80x35x210 cm",35,210,80
841,396416,MILSBO,Cabinets & cupboards,995,No old price,TRUE,"        Glass-door cabinet,          73x175 cm",42,175,73
842,69281804,BILLY / OXBERG,Cabinets & cupboards,915,No old price,TRUE,"        Bookcase with glass-doors,          120x30x202 cm",30,202,120
