,item_id,name,category,price,old_price,sellable_online,short_description,depth,height,width
0,90420332,FREKVENS,Bar furniture,265,No old price,TRUE,"        Bar table, in/outdoor,          51x51 cm",,99,51
1,368814,NORDVIKEN,Bar furniture,995,No old price,FALSE,"        Bar table,          140x80 cm",,105,80
2,9333523,NORDVIKEN / NORDVIKEN,Bar furniture,2095,No old price,FALSE,        Bar table and 4 bar stools,,,
3,80155205,STIG,Bar furniture,69,No old price,TRUE,"        Bar stool with backrest,          74 cm",50,100,60
4,30180504,NORBERG,Bar furniture,225,No old price,TRUE,"        Wall-mounted drop-leaf table,          74x60 cm",60,43,74
5,10122647,INGOLF,Bar furniture,345,No old price,TRUE,"        Bar stool with backrest,          63 cm",45,91,40
6,70404875,FRANKLIN,Bar furniture,129,No old price,TRUE,"        Bar stool with backrest, foldable,          63 cm",44,95,50
7,60155602,DALFRED,Bar furniture,195,No old price,TRUE,"        Bar stool,          63-74 cm",50,,50
8,50406465,FRANKLIN,Bar furniture,129,No old price,TRUE,"        Bar stool with backrest, foldable,          63 cm",44,95,50
9,69304221,EKEDALEN / EKEDALEN,Bar furniture,2176,"SR 2,375",TRUE,        Bar table and 4 bar stools,,,
10,90404879,FRANKLIN,Bar furniture,149,No old price,TRUE,"        Bar stool with backrest, foldable,          74 cm",44,103,52
11,121766,INGOLF,Bar furniture,395,No old price,TRUE,"        Bar stool with backrest,          74 cm",45,102,40
12,397736,NORRARYD,Bar furniture,395,No old price,TRUE,"        Bar stool with backrest,          74 cm",47,103,46
13,50420329,FREKVENS,Bar furniture,177,SR 295,TRUE,"        Bar stool with backrest, in/outdoor,          74 cm",53,104,43
14,400550,EKEDALEN,Bar furniture,345,No old price,TRUE,"        Bar stool with backrest,          75 cm",52,114,43
15,29304826,TOMMARYD,Bar furniture,695,No old price,TRUE,"        Table,          130x70/105 cm",,105,70
16,40426138,HENRIKSDAL,Bar furniture,395,No old price,TRUE,"        Bar stool with backrest frame,          74 cm",51,102,40
17,50363649,KULLABERG,Bar furniture,140,SR 175,TRUE,        Stool,36,,36
18,70246089,JANINGE,Bar furniture,595,No old price,TRUE,"        Bar stool,          76 cm",36,84,38
19,60406785,FRANKLIN,Bar furniture,149,No old price,TRUE,"        Bar stool with backrest, foldable,          74 cm",44,103,52
20,340759,EKEDALEN,Bar furniture,995,No old price,TRUE,"        Bar table,          120x80 cm",,105,80
21,30352246,RÅSKOG,Bar furniture,175,No old price,TRUE,"        Bar stool,          63 cm",44,63,44
22,10281354,JANINGE,Bar furniture,595,No old price,TRUE,"        Bar stool,          76 cm",36,84,38
23,90400517,EKEDALEN,Bar furniture,796,SR 995,TRUE,"        Bar table,          120x80 cm",,105,80
24,400545,EKEDALEN,Bar furniture,345,No old price,TRUE,"        Bar stool with backrest,          75 cm",51,114,43
25,10400540,EKEDALEN,Bar furniture,345,No old price,TRUE,"        Bar stool with backrest,          75 cm",52,114,43
26,40400529,EKEDALEN,Bar furniture,796,SR 995,TRUE,"        Bar table,          120x80 cm",,105,80
27,90319918,HENRIKSDAL,Bar furniture,695,No old price,TRUE,"        Bar stool with backrest,          74 cm",51,102,40
28,29297227,STENSELE / NORRARYD,Bar furniture,1340,No old price,TRUE,        Bar table and 2 bar stools,,,
29,99323925,STENSELE,Bar furniture,550,No old price,TRUE,"        Bar table,          70x70 cm",,104,70
30,40339004,NORRÅKER,Bar furniture,595,No old price,TRUE,"        Bar table,          74x74 cm",,102,74
31,39184324,HENRIKSDAL,Bar furniture,435,No old price,TRUE,"        Bar stool with backrest,          74 cm",51,102,40
32,19297275,NORRÅKER / NORRÅKER,Bar furniture,1266,"SR 1,385",TRUE,"        Bar table and 2 bar stools,          74 cm",,,
33,60400745,YNGVAR,Bar furniture,475,No old price,TRUE,"        Bar stool,          75 cm",40,,40
34,20336619,HENRIKSDAL,Bar furniture,40,No old price,TRUE,        Cover for bar stool with backrest,,,
35,20429010,NORRÅKER,Bar furniture,395,No old price,TRUE,"        Bar stool with backrest,          74 cm",48,100,42
36,80369112,NORDVIKEN,Bar furniture,275,No old price,FALSE,"        Bar stool with backrest,          75 cm",47,101,40
37,89280380,NORRÅKER / NORRARYD,Bar furniture,1385,No old price,TRUE,"        Bar table and 2 bar stools,          74 cm",,104,74
38,29304223,EKEDALEN / EKEDALEN,Bar furniture,2375,No old price,TRUE,"        Bar table and 4 bar stools,          120 cm",,,
39,49304217,EKEDALEN / EKEDALEN,Bar furniture,2176,"SR 2,375",TRUE,"        Bar table and 4 bar stools,          120 cm",,,
40,272656,BERNHARD,Bar furniture,745,No old price,TRUE,"        Bar stool with backrest,          66 cm",50,90,48
41,79241940,NORRÅKER / NORRÅKER,Bar furniture,1385,No old price,TRUE,"        Bar table and 2 bar stools,          74 cm",,104,74
42,89297272,NORRÅKER / NORRARYD,Bar furniture,1266,"SR 1,385",TRUE,"        Bar table and 2 bar stools,          74 cm",,,
43,9288224,STENSELE,Bar furniture,550,No old price,TRUE,"        Bar table,          70 cm",,105,
44,30135658,GLENN,Bar furniture,445,No old price,TRUE,"        Bar stool,          77 cm",52,100,50
45,49297274,NORRÅKER / NORRÅKER,Bar furniture,1266,"SR 1,385",TRUE,"        Bar table and 2 bar stools,          74 cm",,,
46,30308395,RÅSKOG,Bar furniture,175,No old price,TRUE,"        Bar stool,          63 cm",44,63,44
47,29123958,MINNEN,Beds,395,SR 445,TRUE,"        Ext bed frame with slatted bed base,          80x200 cm",,,85
48,49278341,BRIMNES,Beds,895,SR 925,TRUE,"        Bed frame w storage and headboard,          90x200 cm",54,110,96
49,50461230,SMÅGÖRA,Beds,595,No old price,TRUE,"        Cot,          60x120 cm",,79,66
50,89326463,PLATSA,Beds,2111,"SR 2,205",TRUE,"        Bed frame with 4 drawers,          140x244x163 cm",40,43,140
51,50468953,VATTVIKEN,Beds,995,No old price,TRUE,        Armchair-bed,83,86,92
52,69326609,SLÄKT,Beds,540,No old price,FALSE,"        Ext bed frame with slatted bed base,          80x200 cm",,,91
53,59099136,BRIMNES,Beds,795,No old price,TRUE,"        Bed frame w storage and headboard,          140x200 cm",,111,146
54,40395245,NEIDEN,Beds,99,No old price,TRUE,"        Bed frame,          90x200 cm",,,94
55,69277307,LEIRVIK,Beds,1195,No old price,TRUE,"        Bed frame,          180x200 cm",,,188
56,70395239,NEIDEN,Beds,199,No old price,TRUE,"        Bed frame,          140x200 cm",,,144
57,89931560,HEMNES,Beds,675,SR 895,TRUE,"        Bed frame,          140x200 cm",,,154
58,30446373,SLATTUM,Beds,595,No old price,TRUE,"        Upholstered bed frame,          140x200 cm",,,144
59,59248612,NEIDEN,Beds,199,No old price,TRUE,"        Bed frame,          90x200 cm",,,94
60,19254209,SAGSTUA,Beds,545,No old price,TRUE,"        Bed frame,          140x200 cm",,140,148
61,20400691,BRIMNES,Beds,575,No old price,TRUE,"        Bed frame with storage,          90x200 cm",54,47,96
62,39019701,ASKVOLL,Beds,445,No old price,TRUE,"        Bed frame,          140x200 cm",,,147
63,69912770,TRYSIL,Beds,525,No old price,TRUE,"        Bed frame,          160x200 cm",,,165
64,29931596,MALM,Beds,495,No old price,TRUE,"        Bed frame, high,          140x200 cm",,,156
65,29179554,RAMSTA,Beds,445,No old price,TRUE,"        Day-bed frame with slatted bed base,          90x200 cm",,80,97
66,9241043,SONGESAND,Beds,395,No old price,TRUE,"        Bed frame,          140x200 cm",,,153
67,19175957,MALM,Beds,920,No old price,TRUE,"        Bed frame, high, w 2 storage boxes,          180x200 cm",59,15,196
68,19185433,SNIGLAR,Beds,195,No old price,TRUE,"        Bed frame with slatted bed base,          70x160 cm",,,77
69,39122072,LAUVIK,Beds,1729,"SR 2,435",TRUE,"        Divan bed,          140x200 cm",,120,140
70,79902935,BRIMNES,Beds,575,No old price,TRUE,"        Bed frame with storage,          140x200 cm",54,20,146
71,90349326,HEMNES,Beds,1495,No old price,TRUE,"        Day-bed frame with 3 drawers,          80x200 cm",70,18,89
72,99157983,NESTTUN,Beds,595,No old price,TRUE,"        Bed frame,          140x200 cm",,95,146
73,69057522,TYSSEDAL,Beds,1395,No old price,TRUE,"        Bed frame,          140x200 cm",,,147
74,79012991,MALM,Beds,670,No old price,TRUE,"        Bed frame, high, w 2 storage boxes,          90x200 cm",59,15,105
75,249487,MALM,Beds,445,No old price,TRUE,"        Bed frame, high,          90x200 cm",,,105
76,89227731,SLÄKT,Beds,995,No old price,TRUE,"        Bed frame with underbed and storage,          90x200 cm",57,,96
77,90331091,RIDABU,Beds,100,SR 125,TRUE,"        Mirror door,          40x120 cm",,120,40
78,69185435,KRITTER,Beds,360,No old price,TRUE,"        Bed frame with slatted bed base,          70x160 cm",,,75
79,29194427,HEMNES,Beds,1375,"SR 1,595",TRUE,"        Bed frame with 4 storage boxes,          140x200 cm",,,154
80,89305446,PLATSA,Beds,2600.5,"SR 2,880",TRUE,"        Bed frame with 10 doors,          143x244x223 cm",40,43,143
81,19259631,SAGSTUA,Beds,745,No old price,TRUE,"        Bed frame,          90x200 cm",,120,98
82,80017389,SANDVIKA,Beds,295,No old price,TRUE,"        Guest bed,          80x190 cm",,34,80
83,39248608,NEIDEN,Beds,399,No old price,TRUE,"        Bed frame,          140x200 cm",,,144
84,69323757,MINNEN,Beds,395,No old price,TRUE,"        Ext bed frame with slatted bed base,          80x200 cm",,,85
85,79227755,SLÄKT,Beds,375,No old price,TRUE,"        Bed frame with slatted bed base,          90x200 cm",,,96
86,90354327,HAMMARN,Beds,399,No old price,TRUE,"        Sofa-bed,          120 cm",85,78,128
87,79247598,BJÖRKSNÄS,Beds,2040,No old price,TRUE,"        Bed frame,          140x200 cm",,42,160
88,10362963,SLÄKT,Beds,425,No old price,TRUE,"        Pouffe/mattress, foldable",,,62
89,9241420,NORDLI,Beds,2290,No old price,TRUE,"        Bed frame w storage and headboard,          140x200 cm",51,16,240
90,20424362,FYRESDAL,Beds,549,No old price,TRUE,"        Day-bed frame,          80x200 cm",,94,88
91,69241097,SONGESAND,Beds,570,No old price,TRUE,"        Bed frame with 2 storage boxes,          140x200 cm",64,14,153
92,39931609,MALM,Beds,945,No old price,TRUE,"        Bed frame, high, w 4 storage boxes,          140x200 cm",59,,156
93,20467629,MYDAL,Beds,895,No old price,TRUE,"        Bunk bed frame,          90x200 cm",,157,97
94,239233,TUFFING,Beds,475,No old price,TRUE,"        Bunk bed frame,          90x200 cm",,130,96
95,29239459,SÄBÖVIK,Beds,1745,No old price,TRUE,"        Divan bed,          140x200 cm",,90,140
96,60116960,LYCKSELE,Beds,100,No old price,TRUE,        Storage box 2-seat sofa-bed,55,21,92
97,89019992,TARVA,Beds,871,SR 940,TRUE,"        Bed frame,          140x200 cm",,,148
98,30249546,HEMNES,Beds,695,No old price,TRUE,"        Bed frame,          90x200 cm",,,104
99,89019572,HEMNES,Beds,995,No old price,TRUE,"        Bed frame,          90x200 cm",,,104
100,70305700,BUSUNGE,Beds,795,No old price,TRUE,"        Extendable bed,          80x200 cm",,,90
101,40433902,MARKERAD,Beds,480,SR 800,TRUE,"        Day-bed frame,          80x200 cm",,20,80
102,79129986,GJÖRA,Beds,1640,No old price,TRUE,"        Bed frame,          140x200 cm",,,154
103,360484,UTÅKER,Beds,695,No old price,TRUE,"        Stackable bed,          80x200 cm",,2,83
104,44361010,BRYNE,Beds,49,No old price,TRUE,        Net,,,
105,80253809,KURA,Beds,745,No old price,TRUE,"        Reversible bed,          90x200 cm",,116,99
106,39216754,FRIHETEN,Beds,1846,"SR 1,995",TRUE,        Corner sofa-bed with storage,151,66,
107,10448325,VITVAL,Beds,295,No old price,TRUE,"        Underbed,          90x200 cm",,20,90
108,30160209,LURÖY,Beds,100,No old price,TRUE,"        Slatted bed base,          80x200 cm",,4,80
109,30248537,SNIGLAR,Beds,295,No old price,TRUE,"        Cot,          60x120 cm",,80,66
110,29188822,HEMNES,Beds,1145,No old price,TRUE,"        Bed frame with 2 storage boxes,          90x200 cm",,,104
111,60372276,HEMNES,Beds,1495,No old price,TRUE,"        Day-bed frame with 3 drawers,          80x200 cm",70,18,89
112,19009562,MALM,Beds,545,No old price,TRUE,"        Bed frame, high,          90x200 cm",,,105
113,99239451,SLÄKT,Beds,620,No old price,TRUE,"        Underbed with storage,          90x200 cm",57,45,95
114,99287550,DELAKTIG,Beds,2195,No old price,TRUE,"        Bed frame with headboard,          160x200 cm",,99,164
115,19268763,STUVA,Beds,1725,No old price,TRUE,"        Loft bed combo w 2 shlvs/3 shlvs,          207x99x182 cm",,182,
116,29250753,LAUVIK,Beds,2425,"SR 3,245",TRUE,"        Divan bed,          160x200 cm",,120,160
117,49303393,VIMLE,Beds,1400,No old price,TRUE,"        Cover for corner sofa-bed, 4-seat",,,
118,89186778,KONGSFJORD,Beds,8551,"SR 8,735",TRUE,"        Divan bed,          180x200 cm",,135,180
119,9306416,NYHAMN,Beds,1470,No old price,TRUE,        Sofa-bed with triple cushion,97,90,200
120,50340163,NYHAMN,Beds,450,No old price,TRUE,"        Foam mattress,          140x200 cm",,,140
121,29291956,SLÄKT,Beds,1395,No old price,TRUE,"        Bed frame w storage+slatted bedbase,          90x200 cm",57,14,96
122,70284203,ASKEBY,Beds,995,No old price,TRUE,        Two-seat sofa-bed,72,72,149
123,20228709,BRIMNES,Beds,220,No old price,TRUE,"        Headboard with storage compartment,          140 cm",28,111,146
124,49046068,SUNDVIK,Beds,849,No old price,TRUE,"        Ext bed frame with slatted bed base,          80x200 cm",,80,
125,20404806,MALM,Beds,1595,No old price,TRUE,"        Ottoman bed,          160x200 cm",,,175
126,9186126,HEMNES,Beds,2185,No old price,TRUE,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",70,18,89
127,70362427,SOLGUL,Beds,395,No old price,TRUE,"        Cradle with foam mattress,          66x84 cm",,53,66
128,102452,MYDAL,Beds,795,No old price,TRUE,"        Bunk bed frame,          90x200 cm",,157,
129,40349847,NORDLI,Beds,1595,No old price,TRUE,"        Bed frame with storage,          140x200 cm",51,16,140
130,30099293,VIKARE,Beds,95,No old price,TRUE,        Guard rail,,7,
131,70426537,DELAKTIG,Beds,595,No old price,TRUE,"        Headboard,          160 cm",,70,150
132,90299449,TUFFING,Beds,645,No old price,TRUE,"        Loft bed frame,          90x200 cm",,179,97
133,39277498,VALLENTUNA,Beds,1848,"SR 2,310",TRUE,        Sofa-bed module with backrests,93,84,113
134,40411410,VITVAL,Beds,200,No old price,TRUE,"        Desk top,          95x45 cm",45,73,95
135,89302914,PLATSA,Beds,2307,"SR 2,560",TRUE,"        Bed frame with 10 drawers,          140x244x103 cm",40,43,140
136,10453086,PLATSA,Beds,1195,No old price,TRUE,"        Bed frame with storage,          140x200 cm",40,43,140
137,9324284,PLATSA,Beds,3339,"SR 3,760",TRUE,"        Bed frame with 6 doors+12 drawers,          140x244x203 cm",40,43,140
138,19302922,VITVAL,Beds,1590,No old price,TRUE,"        Bunk bed frame with underbed,          90x200 cm",,162,97
139,90229017,BUSUNGE,Beds,795,No old price,TRUE,"        Extendable bed,          80x200 cm",,,90
140,80341496,NYHAMN,Beds,600,No old price,TRUE,"        Pocket sprung mattress,          140x200 cm",,,140
141,228705,BRIMNES,Beds,1095,No old price,TRUE,"        Day-bed frame with 2 drawers,          80x200 cm",53,21,86
142,29241160,SONGESAND,Beds,1245,No old price,TRUE,"        Bed frame with 4 storage boxes,          140x200 cm",64,14,153
143,59167074,LAUVIK,Beds,2146,"SR 3,130",TRUE,"        Divan bed,          140x200 cm",,120,140
144,89386070,SLÄKT,Beds,1260,No old price,TRUE,"        Bed frame with 3 storage boxes,          90x200 cm",53,35,96
145,10247973,SVÄRTA,Beds,895,No old price,TRUE,"        Bunk bed frame,          90x200 cm",,159,97
146,99278070,VALLENTUNA,Beds,7796,"SR 9,745",TRUE,        4-seat modular sofa w 3 sofa-beds,,84,346
147,19166180,LYCKSELE MURBO,Beds,1445,No old price,TRUE,        Two-seat sofa-bed,100,87,142
148,79288188,DELAKTIG,Beds,2595,No old price,TRUE,"        Bed frame/headboard/2 side tables,          160x200 cm",,99,204
149,99302918,PLATSA,Beds,1767,"SR 1,885",TRUE,"        Bed frame with 2 drawers,          142x244x103 cm",40,43,141
150,60433901,MARKERAD,Beds,267,SR 445,TRUE,"        Cover for day-bed,          80x200 cm",,,80
151,102065,LYCKSELE LÖVÅS,Beds,495,No old price,TRUE,"        Mattress,          140x188 cm",,,
152,39227837,UTÅKER,Beds,1285,No old price,TRUE,"        Stackable bed with 2 mattresses,          80x200 cm",,2,83
153,39041660,SUNDVIK,Beds,849,No old price,TRUE,"        Ext bed frame with slatted bed base,          80x200 cm",,80,
154,59302915,PLATSA,Beds,2905,"SR 3,265",TRUE,"        Bed frame with 4 doors+6 drawers,          140x200x223 cm",40,43,141
155,60299691,BRYNILEN,Beds,30,SR 50/4 pack,TRUE,"        Leg,          10 cm",,,
156,39279280,FYRESDAL,Beds,1139,No old price,TRUE,"        Day-bed with 2 mattresses,          80x200 cm",,94,88
157,9149879,VALLENTUNA,Beds,1160,"SR 1,450",TRUE,        Sofa-bed module,100,45,80
158,19287530,DELAKTIG,Beds,1400,No old price,TRUE,"        Bed frame,          160x200 cm",,29,164
159,400692,BRIMNES,Beds,220,SR 250,TRUE,"        Headboard with storage compartment,          90 cm",28,110,96
160,19326428,SLÄKT,Beds,520,No old price,FALSE,"        Ext bed frame with slatted bed base,          80x200 cm",,,91
161,80332468,SUFFLETT,Beds,85,No old price,TRUE,"        Bed tent,          70/80/90",,80,
162,90332458,KURA,Beds,175,No old price,TRUE,        Bed tent with curtain,,68,97
163,90338403,LÖVA,Beds,55,No old price,TRUE,        Bed canopy,,,90
164,99211621,HEMNES,Beds,2085,No old price,TRUE,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",,83,87
165,20320128,FLEKKE,Beds,1495,No old price,TRUE,"        Day-bed frame with 2 drawers,          80x200 cm",,86,88
166,69304829,MARKERAD,Beds,1092,"SR 1,590",TRUE,"        Day-bed,          80x200 cm",,,80
167,99302975,PLATSA,Beds,2163.5,"SR 2,360",TRUE,"        Bed frame with 2 door+3 drawers,          142x244x163 cm",40,43,141
168,50393830,KURA,Beds,149,No old price,TRUE,        Bed tent with curtain,,68,97
169,89275265,STUVA / FÖLJA,Beds,1915,No old price,TRUE,"        Loft bed combo w 2 drawer/2 doors,          207x99x182 cm",,182,
170,39288128,DELAKTIG,Beds,2495,No old price,TRUE,"        Bed frame/headboard/2 side tables,          160x200 cm",,99,204
171,70340567,GRÄLVIKEN,Beds,1995,No old price,TRUE,        3-seat sofa-bed,86,74,225
172,89240761,HOLMSUND,Beds,2295,No old price,TRUE,        Three-seat sofa-bed,99,96,230
173,59250756,LAUVIK,Beds,2902,"SR 4,040",TRUE,"        Divan bed,          160x200 cm",,120,160
174,79253259,STUVA / FRITIDS,Beds,1990,No old price,TRUE,"        Loft bed combo w 3 drawers/2 doors,          207x99x182 cm",,182,
175,20247982,SVÄRTA,Beds,875,No old price,TRUE,"        Loft bed frame,          90x200 cm",,186,97
176,9302913,PLATSA,Beds,1611,"SR 1,715",TRUE,"        Bed frame with 4 drawers,          142x244x43 cm",40,42,141
177,29278101,GRÖNLID,Beds,3595,No old price,TRUE,        2-seat sofa-bed,98,104,196
178,80411272,VITVAL,Beds,1295,No old price,TRUE,"        Bunk bed frame,          90x200 cm",,162,97
179,49278591,GRÖNLID,Beds,7610,No old price,TRUE,"        Corner sofa-bed, 5-seat",164,104,252
180,19129932,BRIMNES,Beds,1795,No old price,TRUE,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm",53,21,86
181,80362974,SLÄKT,Beds,295,No old price,TRUE,"        Storage box with castors,          62x62x35 cm",53,35,62
182,10372976,NORDLI,Beds,695,No old price,TRUE,"        Headboard,          140/160 cm",,84,240
183,69287537,DELAKTIG,Beds,2095,No old price,TRUE,"        Bed frame with headboard,          160x200 cm",,99,164
184,257953,GONATT,Beds,1095,No old price,TRUE,"        Cot,          60x120 cm",,103,66
185,20299688,BRENNÅSEN,Beds,30,SR 50/4 pack,TRUE,"        Leg,          10 cm",7,,7
186,9217849,BRÅTHULT,Beds,1991,"SR 2,100",TRUE,        Corner sofa-bed,78,69,212
187,19302917,PLATSA,Beds,2210,"SR 2,395",TRUE,"        Bed frame with storage,          140x244x223 cm",40,43,140
188,59151271,SVÄRTA,Beds,1175,"SR 1,250",TRUE,"        Loft bed frame with desk top,          90x200 cm",,186,97
189,9306435,NYHAMN,Beds,1445,No old price,TRUE,        3-seat sofa-bed,97,90,200
190,29277639,LIDHULT,Beds,9585,No old price,TRUE,"        Corner sofa-bed, 6-seat",164,102,387
191,40299687,BURFJORD,Beds,40,SR 50/4 pack,TRUE,"        Leg,          10 cm",55,,55
192,49277105,VALLENTUNA,Beds,4488,"SR 5,610",TRUE,        3-seat modular sofa with sofa-bed,,84,266
193,69302566,VITVAL,Beds,1195,No old price,TRUE,"        Loft bed frame with desk top,          90x200 cm",,195,135
194,9278003,VALLENTUNA,Beds,5780,"SR 7,225",TRUE,        Modular corner sofa 3-seat+sofa-bed,93,84,266
195,19290014,LIDHULT,Beds,3340,No old price,TRUE,        2-seat sofa-bed section,97,95,160
196,20426525,DELAKTIG,Beds,495,No old price,TRUE,"        Headboard,          160 cm",,70,150
197,10248519,GULLIVER,Beds,595,No old price,TRUE,"        Cot,          60x120 cm",,80,66
198,60429471,DELAKTIG,Beds,200,No old price,TRUE,        Fitting for headboard,,,
199,89300750,FLOTTEBO,Beds,2236,"SR 2,795",TRUE,"        Sofa-bed with side table,          120 cm",120,79,200
200,29288100,DELAKTIG,Beds,1800,No old price,TRUE,"        Bed frame with 2 side tables,          160x200 cm",,29,204
201,49292686,VIMLE,Beds,4645,No old price,TRUE,        3-seat sofa-bed,98,83,271
202,49306443,NYHAMN,Beds,1295,No old price,TRUE,        3-seat sofa-bed,97,90,200
203,45932080,SULTAN,Beds,50,No old price,TRUE,        Supporting leg,,,
204,10309616,BÅTSFJORD,Beds,30,SR 50/4 pack,TRUE,"        Leg,          10 cm",,,
205,79186774,KONGSFJORD,Beds,8356,"SR 8,540",TRUE,"        Divan bed,          180x200 cm",,135,180
206,99183864,FLEKKE,Beds,2185,No old price,TRUE,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm",,86,88
207,70248564,SUNDVIK,Beds,695,No old price,TRUE,"        Cot,          60x120 cm",,85,67
208,79217902,SANDBACKEN,Beds,1841,"SR 1,950",TRUE,        Corner sofa-bed,,69,212
209,79150746,HOLMSUND,Beds,2995,No old price,TRUE,        Corner sofa-bed,151,96,230
210,29277724,VALLENTUNA,Beds,4320,"SR 5,400",TRUE,        2-seat modular sofa w 2 sofa-beds,113,84,186
211,59297481,FLOTTEBO,Beds,1596,"SR 1,995",TRUE,"        Sofa-bed,          90 cm",90,79,200
212,9306355,NYHAMN,Beds,1520,No old price,TRUE,        Sofa-bed with triple cushion,97,90,200
213,20249896,SVÄRTA,Beds,300,SR 375,TRUE,        Desk top,88,2,200
214,29266184,LIDHULT,Beds,7785,No old price,TRUE,"        Corner sofa-bed, 5-seat",98,102,294
215,29278158,GRÖNLID,Beds,4270,No old price,TRUE,        3-seat sofa-bed,98,104,231
216,49268653,STUVA / FRITIDS,Beds,2025,No old price,TRUE,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm",,182,
217,60102067,LYCKSELE HÅVET,Beds,795,No old price,TRUE,"        Mattress,          140x188 cm",,,
218,248567,SUNDVIK,Beds,695,No old price,TRUE,"        Cot,          60x120 cm",,85,67
219,60431563,FRIHETEN,Beds,1845,No old price,TRUE,        3-seat sofa-bed,105,83,225
220,29285521,VIMLE,Beds,2945,No old price,TRUE,        2-seat sofa-bed section,98,83,160
221,89278481,GRÖNLID,Beds,4790,No old price,TRUE,        3-seat sofa-bed,164,104,277
222,70299695,BJORLI,Beds,40,SR 50/4 pack,TRUE,"        Leg,          10 cm",,,
223,50456417,SLÄKT,Beds,75,No old price,FALSE,        Headboard,,40,90
224,40296599,KURA,Beds,125,No old price,TRUE,        Bed tent,,68,97
225,10311228,KURA,Beds,125,No old price,TRUE,        Bed tent,,68,97
226,9277918,VALLENTUNA,Beds,4036,"SR 5,045",TRUE,        3-seat modular sofa with sofa-bed,,84,273
227,19290603,LIDHULT,Beds,4841,"SR 5,640",TRUE,        2-seat sofa-bed section,97,95,160
228,80309613,BRATTVÅG,Beds,50,No old price,TRUE,"        Leg,          10 cm",,,
229,59277652,VALLENTUNA,Beds,2932,"SR 3,665",TRUE,        2-seat modular sofa with sofa-bed,113,84,186
230,69278415,GRÖNLID,Beds,4390,No old price,TRUE,        3-seat sofa-bed,98,104,267
231,80102066,LYCKSELE MURBO,Beds,695,No old price,TRUE,"        Mattress,          140x188 cm",,,
232,89253169,STUVA / FRITIDS,Beds,995,No old price,TRUE,"        Cot with drawers,          60x120 cm",,86,66
233,10411242,VITVAL,Beds,995,No old price,TRUE,"        Loft bed frame,          90x200 cm",,195,135
234,19285588,VIMLE,Beds,3355,No old price,TRUE,        2-seat sofa-bed,98,83,190
235,29297454,FLOTTEBO,Beds,1676,"SR 2,095",TRUE,"        Sofa-bed with side table,          90 cm",90,79,200
236,99280884,LYCKSELE LÖVÅS,Beds,1345,No old price,TRUE,        2-seat sofa-bed,100,87,142
237,9278569,GRÖNLID,Beds,6110,No old price,TRUE,"        Corner sofa-bed, 4-seat",98,104,235
238,19299726,VIMLE,Beds,7765,No old price,TRUE,"        Corner sofa-bed, 5-seat",98,83,349
239,29257066,LIDHULT,Beds,4040,No old price,TRUE,        2-seat sofa-bed,98,102,208
240,39292465,VIMLE,Beds,4120,No old price,TRUE,        3-seat sofa-bed,98,83,246
241,69292275,VIMLE,Beds,4265,No old price,TRUE,        3-seat sofa-bed,98,83,261
242,79267280,STUVA / FRITIDS,Beds,995,No old price,TRUE,"        Cot with drawers,          60x120 cm",,86,66
243,99275241,STUVA / FÖLJA,Beds,1980,No old price,TRUE,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm",,182,
244,50201534,GONATT,Beds,1095,No old price,TRUE,"        Cot,          60x120 cm",,103,66
245,80332473,SUFFLETT,Beds,85,No old price,TRUE,"        Bed tent,          70/80/90",,80,
246,39253176,STUVA / FRITIDS,Beds,995,No old price,TRUE,"        Cot with drawers,          60x120 cm",,86,66
247,69297471,FLOTTEBO,Beds,1996,"SR 2,495",TRUE,"        Sofa-bed,          120 cm",120,79,200
248,39266094,LIDHULT,Beds,5840,No old price,TRUE,        3-seat sofa-bed,164,102,298
249,89149936,LYCKSELE HÅVET,Beds,1645,No old price,TRUE,        Two-seat sofa-bed,100,87,142
250,39277196,GRÖNLID,Beds,3145,No old price,TRUE,        2-seat sofa-bed section,98,104,160
251,59266074,LIDHULT,Beds,7873,"SR 9,430",TRUE,        3-seat sofa-bed,164,102,298
252,39180566,STUVA / FÖLJA,Beds,985,No old price,TRUE,"        Cot with drawers,          60x120 cm",,86,66
253,39266008,LIDHULT,Beds,5553,"SR 6,530",TRUE,        2-seat sofa-bed,98,102,208
254,49253185,STUVA / FRITIDS,Beds,995,No old price,TRUE,"        Cot with drawers,          60x120 cm",,86,66
255,59297141,JONAXEL,Bookcases & shelving units,135,SR 138,TRUE,"        Frame with mesh baskets,          25x51x70 cm",51,70,25
256,59201841,OLAUS,Bookcases & shelving units,290,SR 350,TRUE,"        1 shelf section,          92x36x181 cm",36,181,92
257,59297674,JONAXEL,Bookcases & shelving units,915,"SR 1,023",TRUE,"        Frame/mesh baskts/clths rl/shlv uts,          198x51x173 cm",51,173,198
258,450347,KOLBJÖRN,Bookcases & shelving units,345,No old price,TRUE,"        Cabinet in/outdoor,          80x81 cm",35,81,80
259,69297287,JONAXEL,Bookcases & shelving units,375,SR 437,TRUE,"        Shelving unit,          182x51x160 cm",51,160,182
