product_name,category,width_cm,depth_cm,height_cm,material_structure,upholstery_material,is_extensible,seat_count,table_capacity_persons,price_ron
SLÄKT,Tables & desks,62.0,53.0,35.0,Metal,Fara,0,0,2,339.25
TRANARÖ,Tables & desks,56.0,41.0,43.0,Metal,Fara,0,0,2,109.25
GODVIN,Tables & desks,4.0,3.0,70.0,MDF/PAL,Fara,0,0,2,28.75
EKET,Tables & desks,35.0,25.0,35.0,MDF/PAL,Fara,0,0,2,92.0
SMÅGÖRA,Tables & desks,60.0,40.0,91.0,Metal,Fara,0,0,2,425.5
ALEX,Tables & desks,36.0,58.0,70.0,Metal,Fara,0,0,2,316.25
SMÅGÖRA,Tables & desks,60.0,40.0,91.0,MDF/PAL,Fara,0,0,2,316.25
BJÖRKSNÄS,Tables & desks,48.0,38.0,8.0,MDF/PAL,Fara,1,0,2,454.25
BEKANT,Tables & desks,41.0,45.0,61.0,Metal,Fara,0,0,2,1040.75
HEMNES,Tables & desks,54.0,38.0,66.0,Lemn Masiv,Fara,1,0,2,431.25
BEKANT,Tables & desks,121.0,45.0,134.0,Metal,Fara,0,0,4,1719.25
KLIMPEN,Tables & desks,58.0,33.0,70.0,MDF/PAL,Fara,0,0,2,396.75
TYSSEDAL,Tables & desks,70.0,42.0,45.0,Lemn Masiv,Fara,0,0,2,454.25
BEKANT,Tables & desks,41.0,45.0,61.0,MDF/PAL,Fara,0,0,2,1079.85
KLIMPEN,Tables & desks,58.0,23.0,23.0,MDF/PAL,Fara,0,0,2,230.0
ARKELSTORP,Tables & desks,140.0,70.0,74.0,Metal,Fara,0,0,4,1086.75
STUVA / FRITIDS,Tables & desks,90.0,79.0,102.0,MDF/PAL,Fara,1,0,2,931.5
INGATORP,Tables & desks,73.0,50.0,74.0,Lemn Masiv,Fara,0,0,2,799.25
VIKHAMMER,Tables & desks,60.0,39.0,7.0,Metal,Fara,1,0,2,454.25
STUVA,Tables & desks,90.0,79.0,102.0,Lemn Masiv,Fara,0,0,2,626.75
BEKANT,Tables & desks,61.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1443.25
KALLAX,Tables & desks,147.0,159.0,147.0,MDF/PAL,Fara,0,0,4,868.25
SVALNÄS,Tables & desks,233.0,35.0,176.0,Metal,Fara,0,0,6,2116.0
BEKANT,Tables & desks,41.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1194.85
EKET,Tables & desks,35.0,35.0,35.0,MDF/PAL,Fara,0,0,2,108.1
NORDLI,Tables & desks,30.0,50.0,67.0,Lemn Masiv,Fara,1,0,2,488.75
BEKANT,Tables & desks,61.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1488.1
SMÅGÖRA,Tables & desks,60.0,40.0,91.0,Metal,Fara,0,0,2,534.75
SKOGSTORP,Tables & desks,155.0,75.0,78.0,Metal,Fara,0,0,4,2064.25
BEKANT,Tables & desks,41.0,45.0,61.0,Lemn Masiv,Fara,0,0,2,970.6
BEKANT,Tables & desks,41.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1270.75
GULLIVER,Tables & desks,82.0,54.0,93.0,MDF/PAL,Fara,0,0,2,914.25
STUVA / FÖLJA,Tables & desks,90.0,79.0,102.0,Lemn Masiv,Fara,1,0,2,948.75
SVALNÄS,Tables & desks,86.0,35.0,176.0,Lemn Masiv,Fara,0,0,2,759.0
BEKANT,Tables & desks,61.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1552.5
KLIMPEN,Tables & desks,33.0,58.0,70.0,MDF/PAL,Fara,1,0,2,569.25
BEKANT,Tables & desks,41.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1200.6
SVALNÄS,Tables & desks,213.0,35.0,176.0,Lemn Masiv,Fara,0,0,6,2104.5
BEKANT,Tables & desks,41.0,45.0,61.0,MDF/PAL,Fara,0,0,2,1150.0
SVALNÄS,Tables & desks,150.0,35.0,176.0,Lemn Masiv,Fara,0,0,4,1431.75
BEKANT,Tables & desks,41.0,45.0,101.0,Lemn Masiv,Fara,0,0,2,1265.0
